"","X1","YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","Latitude","Longitude","LocationId","State"
"263",2523,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",9.6,4.08,20.82,"Did not currently smoke cigarettes",90.4,79.18,95.92,225,"Female","White","9th","42.82700103200045"," -75.54397042699964","36","New York"
"264",2533,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",28.3,22.15,35.31,"Did not currently smoke cigarettes",71.7,64.69,77.85,217,"Total","White","11th","32.83968109300048"," -83.62758034599966","13","Georgia"
"265",3180,2013,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",4.2,1.98,8.52,"Did not currently smoke cigarettes",95.8,91.48,98.02,132,"Total","Black or African American","9th","40.48501028300046"," -88.99771017799969","17","Illinois"
"266",3221,2001,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",24.1,19.5,29.31,"Did not currently smoke cigarettes",75.9,70.69,80.5,637,"Male","Total","Total","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"267",3902,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",14.1,9.79,19.96,"Did not currently smoke cigarettes",85.9,80.04,90.21,1100,"Male","Total","12th","42.82700103200045"," -75.54397042699964","36","New York"
"268",3916,1997,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",34,24.7,44.82,"Did not currently smoke cigarettes",66,55.18,75.3,159,"Male","Total","12th","39.493240390000494"," -117.07184056399967","32","Nevada"
"269",5436,2005,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",20.2,16.33,24.73,"Did not currently smoke cigarettes",79.8,75.27,83.67,597,"Total","White","11th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"270",5604,2003,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",20.4,17.52,23.72,"Did not currently smoke cigarettes",79.6,76.28,82.48,2491,"Total","Total","10th","42.82700103200045"," -75.54397042699964","36","New York"
"271",5863,1997,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",30.2,25.38,35.59,"Did not currently smoke cigarettes",69.8,64.41,74.62,823,"Total","White","9th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"272",6019,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",15.1,10.73,20.72,"Did not currently smoke cigarettes",84.9,79.28,89.27,197,"Male","Black or African American","Total","32.84057112200048"," -86.63186076199969","01","Alabama"
"273",6320,1999,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",14.2,10.6,18.65,"Did not currently smoke cigarettes",85.8,81.35,89.4,269,"Female","Black or African American","Total","39.008830667000495"," -75.57774116799965","10","Delaware"
"274",7328,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",3.6,2,6.51,"Did not currently smoke cigarettes",96.4,93.49,98,699,"Male","Black or African American","Total","37.54268067400045"," -78.45789046299967","51","Virginia"
"275",7722,1995,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",40.5,35.68,45.57,"Did not currently smoke cigarettes",59.5,54.43,64.32,329,"Male","Total","12th","32.84057112200048"," -86.63186076199969","01","Alabama"
"276",7858,2005,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",12.6,8,19.38,"Did not currently smoke cigarettes",87.4,80.62,92,316,"Female","Total","9th","38.635790776000476"," -92.56630005299968","29","Missouri"
"277",8951,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",11.9,8.68,16.06,"Did not currently smoke cigarettes",88.1,83.94,91.32,878,"Female","White","Total","40.79373015200048"," -77.86070029399963","42","Pennsylvania"
"278",9381,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",4.1,0.96,15.51,"Did not currently smoke cigarettes",95.9,84.49,99.04,100,"Female","Multiple Race","11th","21.304850435000446"," -157.85774940299973","15","Hawaii"
"279",9739,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",21.1,18.62,23.91,"Did not currently smoke cigarettes",78.9,76.09,81.38,2054,"Total","Total","Total","41.56266102000046"," -72.64984095199964","09","Connecticut"
"280",10416,1993,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",34.2,27.04,42.08,"Did not currently smoke cigarettes",65.8,57.92,72.96,106,"Male","Asian","12th","21.304850435000446"," -157.85774940299973","15","Hawaii"
"281",10809,1997,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",16.7,13.74,20.24,"Did not currently smoke cigarettes",83.3,79.76,86.26,684,"Total","Black or African American","10th","31.31266064400046"," -92.44568007099969","22","Louisiana"
"282",11110,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",21,13.58,31,"Did not currently smoke cigarettes",79,69,86.42,111,"Male","Hispanic or Latino","Total","44.6613195430005"," -84.71439026999968","26","Michigan"
"283",11261,2011,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",24.2,17.45,32.63,"Did not currently smoke cigarettes",75.8,67.37,82.55,159,"Male","Total","11th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"284",11428,2003,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",34.3,27.78,41.48,"Did not currently smoke cigarettes",65.7,58.52,72.22,608,"Female","Total","12th","43.62538123900049"," -72.51764079099962","50","Vermont"
"285",12394,2001,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",37,26.72,48.6,"Did not currently smoke cigarettes",63,51.4,73.28,102,"Female","White","12th","39.493240390000494"," -117.07184056399967","32","Nevada"
"286",12414,2003,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",27.5,21.99,33.79,"Did not currently smoke cigarettes",72.5,66.21,78.01,378,"Total","White","10th","35.68094058000048"," -85.77449091399967","47","Tennessee"
"287",12692,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",17.2,13.22,21.96,"Did not currently smoke cigarettes",82.8,78.04,86.78,371,"Total","Native Hawaiian or Other Pacific Islander","12th","21.304850435000446"," -157.85774940299973","15","Hawaii"
"288",12992,1993,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",35.9,30.34,41.9,"Did not currently smoke cigarettes",64.1,58.1,69.66,655,"Female","White","Total","39.493240390000494"," -117.07184056399967","32","Nevada"
"289",13127,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",8,5.19,12.29,"Did not currently smoke cigarettes",92,87.71,94.81,740,"Total","Total","9th","40.79373015200048"," -77.86070029399963","42","Pennsylvania"
"290",13592,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",9.3,4.53,18.09,"Did not currently smoke cigarettes",90.7,81.91,95.47,113,"Total","White","11th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"291",13730,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",7.6,4.12,13.62,"Did not currently smoke cigarettes",92.4,86.38,95.88,162,"Female","Total","11th","39.766910452000445"," -86.14996019399968","18","Indiana"
"292",14143,1993,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",28.7,21.58,37.14,"Did not currently smoke cigarettes",71.3,62.86,78.42,297,"Male","Total","11th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"293",15587,1999,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",29.4,19.78,41.28,"Did not currently smoke cigarettes",70.6,58.72,80.22,104,"Total","Asian","11th","21.304850435000446"," -157.85774940299973","15","Hawaii"
"294",15739,2011,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",15.6,9.24,25.05,"Did not currently smoke cigarettes",84.4,74.95,90.76,248,"Total","White","10th","40.13057004800049"," -74.27369128799967","34","New Jersey"
"295",16238,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",8.6,3.83,18.14,"Did not currently smoke cigarettes",91.4,81.86,96.17,111,"Female","White","9th","64.84507995700051"," -147.72205903599973","02","Alaska"
"296",16419,2015,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",4.1,1.9,8.73,"Did not currently smoke cigarettes",95.9,91.27,98.1,187,"Female","Total","9th","39.493240390000494"," -117.07184056399967","32","Nevada"
"297",16431,1995,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",36.6,28.38,45.75,"Did not currently smoke cigarettes",63.4,54.25,71.62,131,"Female","White","10th","45.254228894000505"," -68.98503133599962","23","Maine"
"298",17345,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",9.4,5.92,14.75,"Did not currently smoke cigarettes",90.6,85.25,94.08,167,"Total","Black or African American","11th","40.48501028300046"," -88.99771017799969","17","Illinois"
"299",17662,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",14.8,5.08,36.08,"Did not currently smoke cigarettes",85.2,63.92,94.92,139,"Male","Asian","11th","42.82700103200045"," -75.54397042699964","36","New York"
"300",17698,2011,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",19.5,13.48,27.47,"Did not currently smoke cigarettes",80.5,72.53,86.52,227,"Male","White","9th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"301",17701,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",17.3,13.65,21.6,"Did not currently smoke cigarettes",82.7,78.4,86.35,487,"Total","Total","9th","32.745510099000455"," -89.53803082499968","28","Mississippi"
"302",18816,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",21.4,17.33,26.04,"Did not currently smoke cigarettes",78.6,73.96,82.67,743,"Total","Total","11th","44.6613195430005"," -84.71439026999968","26","Michigan"
"303",18887,2005,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",20.9,16.95,25.43,"Did not currently smoke cigarettes",79.1,74.57,83.05,528,"Male","Total","10th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"304",19132,2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",12.4,7.15,20.52,"Did not currently smoke cigarettes",87.6,79.48,92.85,270,"Female","Total","9th","47.06652897200047"," -109.42442064499971","30","Montana"
"305",19163,2007,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",20.6,10.93,35.44,"Did not currently smoke cigarettes",79.4,64.56,89.07,137,"Total","American Indian or Alaska Native","9th","35.47203135600046"," -97.52107021399968","40","Oklahoma"
