"YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","GeoLocation","TopicId","SubTopicID","QuestionCode","LocationId","StratificationType","State"
2013,"Alcohol and Other Drug Use","Alcohol Use","Initiation of alcohol use","Drank alcohol before age 13 years","for the first time other than a few sips",19.8,18.12,21.5,"Did not drink alcohol before age 13 years",80.2,78.5,81.88,3682,"Female","White","9th","(39.29058096400047, -76.60926011099963)","AOD01","ALC01","H42","24","State","Maryland"
2005,"Tobacco Use","Cigarette Use","Frequent cigarette use","Currently smoked cigarettes frequently","on 20 or more days during the 30 days before the survey",7.7,4.53,12.64,"Did not currently smoke cigarettes frequently",92.3,87.36,95.47,164,"Male","Hispanic or Latino","Total","(41.56266102000046, -72.64984095199964)","TUS01","CIG01","QNFRCIG","09","State","Connecticut"
2005,"Sexual Behaviors","Sexual Behaviors","Multiple sex partners","Had sexual intercourse with four or more persons","during their life",6.9,3.59,13.01,"Did not have sexual intercourse with four or more persons",93.1,86.99,96.41,270,"Female","Total","9th","(21.304850435000446, -157.85774940299973)","SBH01","SXB01","H62","15","State","Hawaii"
2011,"Alcohol and Other Drug Use","Other Drug Use","Ever methamphetamine use","Ever used methamphetamines","also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life",2.7,1.85,3.99,"Never used methamphetamines",97.3,96.01,98.15,1654,"Total","Total","Total","(40.13057004800049, -74.27369128799967)","AOD01","ODU01","H53","34","State","New Jersey"
2011,"Tobacco Use","Other Tobacco Use","Current cigar use","Currently smoked cigars","cigars, cigarillos, or little cigars on at least 1 day during the 30 days before the survey",2.7,1.34,5.32,"Did not currently smoke cigars",97.3,94.68,98.66,251,"Total","White","10th","(39.360700171000474, -111.58713063499971)","TUS01","OTU01","H38","49","State","Utah"
2003,"Alcohol and Other Drug Use","Other Drug Use","Illegal drugs at school","Were offered, sold, or given an illegal drug on school property","during the 12 months before the survey",30.9,23.29,39.68,"Were not offered, sold, or given an illegal drug on school property",69.1,60.32,76.71,186,"Total","White","12th","(32.83968109300048, -83.62758034599966)","AOD01","ODU01","H59","13","State","Georgia"
2015,"Dietary Behaviors","Fruit and fruit juices","Fruit consumption >= 1 time","N/A","during the 7 days before the survey",35.9,31.07,41.08,"Ate fruit or drank 100% fruit juices one or more times per day",64.1,58.92,68.93,411,"Male","White","9th","(47.06652897200047, -109.42442064499971)","DBH01","FFJ01","QNFR1","30","State","Montana"
2009,"Dietary Behaviors","Milk","Milk drinking >= 2 glasses","N/A","during the 7 days before the survey",63.4,57.85,68.64,"Drank two or more glasses per day of milk",36.6,31.36,42.15,947,"Female","White","10th","(43.62538123900049, -72.51764079099962)","DBH01","MLK01","QNMILK2","50","State","Vermont"
2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Injurious suicide attempt","Attempted suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse","during the 12 months before the survey",1.4,0.78,2.56,"Did not attempt suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse",98.6,97.44,99.22,596,"Total","White","10th","(42.27687047000046, -72.08269067499964)","UIV01","SRB01","H30","25","State","Massachusetts"
2009,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",14.8,9.28,22.68,"Did not currently smoke cigarettes",85.2,77.32,90.72,215,"Male","Black or African American","Total","(31.827240407000488, -99.42677020599967)","TUS01","CIG01","H33","48","State","Texas"
2009,"Physical Activity","Physical Activity","PE attendance","Did not attend physical education classes on 1 or more days","in an average week when they were in school",34.8,21.97,50.3,"Attended physical education classes on 1 or more days",65.2,49.7,78.03,217,"Male","Total","9th","(32.83968109300048, -83.62758034599966)","PHA01","PAC01","H83","13","State","Georgia"
2009,"Alcohol and Other Drug Use","Other Drug Use","Initiation of marijuana use","Tried marijuana before age 13 years","for the first time",10.6,5.82,18.38,"Did not try marijuana before age 13 years",89.4,81.62,94.18,117,"Male","Black or African American","Total","(42.27687047000046, -72.08269067499964)","AOD01","ODU01","H48","25","State","Massachusetts"
1997,"Tobacco Use","Cigarette Use","Smoked >10 cigarettes","Smoked more than 10 cigarettes per day","on the days they smoked during the 30 days before the survey, among students who currently smoked cigarettes",18.1,15.21,21.4,"Did not smoke more than 10 cigarettes per day",81.9,78.6,84.79,1125,"Total","Total","Total","(44.6613195430005, -84.71439026999968)","TUS01","CIG01","H34","26","State","Michigan"
2007,"Dietary Behaviors","Soda or pop","Soda drinking >= 1 times","Drank a can, bottle, or glass of soda or pop one or more times per day","not counting diet soda or diet pop, during the 7 days before the survey",24.1,19.66,29.16,"N/A",75.9,70.84,80.34,1264,"Total","White","11th","(43.62538123900049, -72.51764079099962)","DBH01","POP01","QNSODA1","50","State","Vermont"
2013,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",23.1,18.51,28.5,"Did not currently drink alcohol",76.9,71.5,81.49,337,"Female","Total","9th","(38.34774030000045, -98.20078122699965)","AOD01","ALC01","H43","20","State","Kansas"
1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting at school","Were in a physical fight on school property","one or more times during the 12 months before the survey",5.9,4.02,8.52,"Were not in a physical fight on school property",94.1,91.48,95.98,409,"Female","White","10th","(39.360700171000474, -111.58713063499971)","UIV01","VIO01","H20","49","State","Utah"
2015,"Alcohol and Other Drug Use","Other Drug Use","Ever heroin use","Ever used heroin","also called ""smack,"" ""junk,"" or ""China white,"" one or more times during their life",6.7,5.66,7.8,"Never used heroin",93.3,92.2,94.34,5630,"Total","Hispanic or Latino","Total","(39.29058096400047, -76.60926011099963)","AOD01","ODU01","H52","24","State","Maryland"
2015,"Alcohol and Other Drug Use","Alcohol Use","5 or more drinks in a row","Drank five or more drinks of alcohol in a row","within a couple of hours on at least 1 day during the 30 days before the survey",10.7,7.34,15.39,"Did not drink five or more drinks of alcohol in a row",89.3,84.61,92.66,1173,"Total","Total","11th","(44.6613195430005, -84.71439026999968)","AOD01","ALC01","H44","26","State","Michigan"
2015,"Obesity, Overweight, and Weight Control","Obesity and Overweight","Obesity","Had obesity",">= 95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",16.7,14.51,19.08,"N/A",83.3,80.92,85.49,1544,"Male","Total","Total","(40.48501028300046, -88.99771017799969)","OOW01","OOW01","QNOBESE","17","State","Illinois"
2015,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,44.8,38.28,51.59,"Were trying to lose weight",55.2,48.41,61.72,349,"Female","Total","9th","(40.79373015200048, -77.86070029399963)","OOW01","WTC01","H70","42","State","Pennsylvania"
2013,"Dietary Behaviors","Fruit and fruit juices","No fruit consumption","Did not eat fruit or drink 100% fruit juices","during the 7 days before the survey",12.1,7.83,18.31,"Ate fruit or drank 100% fruit juices",87.9,81.69,92.17,157,"Male","White","9th","(37.645970271000465, -84.77497104799966)","DBH01","FFJ01","QNFR0","21","State","Kentucky"
2003,"Sexual Behaviors","Sexual Behaviors","Ever sexual intercourse","Ever had sexual intercourse",,56.1,51.2,60.93,"Never had sexual intercourse",43.9,39.07,48.8,1171,"Male","Hispanic or Latino","Total","(42.82700103200045, -75.54397042699964)","SBH01","SXB01","H60","36","State","New York"
2003,"Dietary Behaviors","Vegetables","Vegetable eating >=2 times","N/A","green salad, potatoes (excluding French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",70.3,59.78,79.03,"Ate vegetables two or more times per day",29.7,20.97,40.22,123,"Male","White","12th","(39.766910452000445, -86.14996019399968)","DBH01","VEG01","QNVEG2","18","State","Indiana"
2015,"Alcohol and Other Drug Use","Other Drug Use","Ever ecstasy use","Ever used ecstasy","also called ""MDMA,"" one or more times during their life",5.9,3.47,9.99,"Never used ecstasy",94.1,90.01,96.53,243,"Male","Native Hawaiian or Other Pacific Islander","9th","(21.304850435000446, -157.85774940299973)","AOD01","ODU01","H54","15","State","Hawaii"
2011,"Physical Activity","Physical Activity","Daily physical activity","Were not physically active at least 60 minutes per day on all 7 days","doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey",67.9,63.82,71.7,"Were physically active at least 60 minutes per day on all 7 days",32.1,28.3,36.18,879,"Total","White","9th","(47.06652897200047, -109.42442064499971)","PHA01","PAC01","QNPA7DAY","30","State","Montana"
2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Unintentional Injuries","Riding with a drinking driver","Rode with a driver who had been drinking alcohol","in a car or other vehicle one or more times during the 30 days before the survey",23.4,18.13,29.64,"Did not ride with a driver who had been drinking alcohol",76.6,70.36,81.87,235,"Male","Total","10th","(32.745510099000455, -89.53803082499968)","UIV01","UIN01","H10","28","State","Mississippi"
1995,"Alcohol and Other Drug Use","Other Drug Use","Ever inhalant use","Ever used inhalants","sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life",21.2,16.52,26.77,"Never used inhalants",78.8,73.23,83.48,234,"Male","Total","11th","(64.84507995700051, -147.72205903599973)","AOD01","ODU01","H51","02","State","Alaska"
2001,"Tobacco Use","Cigarette Use","Initiation of cigarette use","Smoked a whole cigarette before age 13 years","for the first time",13.7,8.28,21.86,"Did not smoke a whole cigarette before age 13 years",86.3,78.14,91.72,210,"Female","White","11th","(31.827240407000488, -99.42677020599967)","TUS01","CIG01","H32","48","State","Texas"
2015,"Alcohol and Other Drug Use","Other Drug Use","Ever cocaine use","Ever used cocaine","any form of cocaine, such as powder, crack, or freebase, one or more times during their life",3.5,1.13,10.41,"Never used cocaine",96.5,89.59,98.87,256,"Male","White","11th","(35.466220975000454, -79.15925046299964)","AOD01","ODU01","H50","37","State","North Carolina"
2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Unintentional Injuries","Texting and driving","Texted or e-mailed while driving a car or other vehicle","on at least 1 day during the 30 days before the survey, among students who had driven a car or other vehicle during the 30 days before the survey",61.2,57.4,64.82,"Did not text or e-mail while driving a car or other vehicle",38.8,35.18,42.6,1262,"Total","White","Total","(47.47531977900047, -100.11842104899966)","UIV01","UIN01","H12","38","State","North Dakota"
2005,"Tobacco Use","Cigarette Use","Current daily cigarette use","Currently smoked cigarettes daily","on all 30 days during the 30 days before the survey",2.4,0.53,10.49,"Did not currently smoke cigarettes daily",97.6,89.51,99.47,713,"Total","Black or African American","9th","(42.82700103200045, -75.54397042699964)","TUS01","CIG01","QNDAYCIG","36","State","New York"
2011,"Dietary Behaviors","Vegetables","Vegetable eating >=1 time","N/A","green salad, potatoes (excluding French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",47.5,37.76,57.42,"Ate vegetables one or more times per day",52.5,42.58,62.24,154,"Total","Hispanic or Latino","10th","(21.304850435000446, -157.85774940299973)","DBH01","VEG01","QNVEG1","15","State","Hawaii"
2003,"Tobacco Use","Cigarette Use","Current cigarette use","Currently smoked cigarettes","on at least 1 day during the 30 days before the survey",23.8,21.11,26.82,"Did not currently smoke cigarettes",76.2,73.18,78.89,353,"Total","White","10th","(38.635790776000476, -92.56630005299968)","TUS01","CIG01","H33","29","State","Missouri"
2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting at school","Were in a physical fight on school property","one or more times during the 12 months before the survey",11,7.7,15.45,"Were not in a physical fight on school property",89,84.55,92.3,343,"Male","Total","12th","(44.6613195430005, -84.71439026999968)","UIV01","VIO01","H20","26","State","Michigan"
1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Safety concerns at school","Did not go to school because they felt unsafe at school or on their way to or from school","on at least 1 day during the 30 days before the survey",4.3,2.9,6.34,"N/A",95.7,93.66,97.1,716,"Total","White","10th","(42.27687047000046, -72.08269067499964)","UIV01","VIO01","H16","25","State","Massachusetts"
